Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Union Street-Academy Hill Historic District,Orange,11/21/1980,90NR02354,-74.23810298456159,41.52498837375564,"(41.52498837375564, -74.23810298456159)"
United States Post Office-Goshen,Orange,05/11/1989,90NR02340,-74.32616305679284,41.40239028817589,"(41.40239028817589, -74.32616305679284)"
United States Post Office-Newburgh,Orange,05/11/1989,90NR02321,-74.01101914039505,41.50333199068314,"(41.50333199068314, -74.01101914039505)"
United States Post Office-Port Jervis,Orange,05/11/1989,90NR02325,-74.69206949788177,41.3750414314436,"(41.3750414314436, -74.69206949788177)"
Upland Lawn,Orange,12/06/1996,90NR03257,-74.01986278127936,41.44073354984051,"(41.44073354984051, -74.01986278127936)"
U. S. Bullion Depository,Orange,12/02/1987,90NR02301,-73.98223972200954,41.39616742839519,"(41.39616742839519, -73.98223972200954)"
U.S. Military Academy,Orange,10/15/1966,90NR02302,-73.9724250490155,41.39479171625042,"(41.39479171625042, -73.9724250490155)"
"Walden, Jacob T., Stone House",Orange,03/12/2002,02NR01908,-74.19497401976139,41.56519630786712,"(41.56519630786712, -74.19497401976139)"
Walden United Methodist Church,Orange,02/28/2008,07NR05759,-74.19173835278669,41.56040052511063,"(41.56040052511063, -74.19173835278669)"
Walsh-Havemeyer House,Orange,03/23/2010,09NR06082,-74.01820820040868,41.48958939965586,"(41.48958939965586, -74.01820820040868)"
"Waring, Daniel, House (Indian Hill)",Orange,11/03/1995,95NR00889,-74.23642228337741,41.5292208489122,"(41.5292208489122, -74.23642228337741)"
Warwick Village Historic District,Orange,09/07/1984,90NR02341,-74.35721428848073,41.25898057155015,"(41.25898057155015, -74.35721428848073)"
Washington's Headquarters,Orange,01/20/1961,90NR02315,-74.00948957896077,41.49766953395878,"(41.49766953395878, -74.00948957896077)"
Webb Horton House (Morrison Hall),Orange,04/26/1990,90NR03151,-74.4262853886556,41.43895413674806,"(41.43895413674806, -74.4262853886556)"
Webb Lane House,Orange,11/23/1982,90NR02336,-73.96204503477212,41.37046271220747,"(41.37046271220747, -73.96204503477212)"
"Wisner, George T., House",Orange,06/30/2005,04NR05387,-74.32394185637017,41.38999423659665,"(41.38999423659665, -74.32394185637017)"
W.M. Sayer House,Orange,,04NR05230,-74.32575674519656,41.40109929370804,"(41.40109929370804, -74.32575674519656)"
Woodlawn Farm,Orange,04/11/2008,07NR05823,-74.47701022183408,41.39314347506802,"(41.39314347506802, -74.47701022183408)"
Woodruff House,Orange,03/08/1996,90NR03061,-74.0563392659548,41.44257765904588,"(41.44257765904588, -74.0563392659548)"
"Wood, Wilford, House",Orange,08/28/1998,98NR01376,-74.07276292354585,41.41121590189181,"(41.41121590189181, -74.07276292354585)"
Wyant-Talbot House,Orange,03/08/1996,90NR03068,-74.01431843504132,41.44249003822947,"(41.44249003822947, -74.01431843504132)"
Yelverton Inn and Store,Orange,03/28/1980,90NR02348,-74.278116764433,41.35657259039663,"(41.35657259039663, -74.278116764433)"
BACON-HARDING FARM,Orleans,02/27/2013,12NR06414,-78.19273711792758,43.27128979430753,"(43.27128979430753, -78.19273711792758)"
"Barlow, William V.N., House",Orleans,09/08/1983,90NR02012,-78.195982819084,43.23963548550142,"(43.23963548550142, -78.195982819084)"
"Blood, Jackson, Cobblestone House",Orleans,06/30/2005,05NR05435,-78.38947074151798,43.31679283435405,"(43.31679283435405, -78.38947074151798)"
Boxwood Cemetery,Orleans,01/27/2015,14NR06613,-78.39578858752131,43.23397623701772,"(43.23397623701772, -78.39578858752131)"
Butterfield Cobblestone House,Orleans,03/01/2010,09NR06021,-78.01990645222027,43.18688337402247,"(43.18688337402247, -78.01990645222027)"
Clarendon Stone Store,Orleans,05/09/2012,12NR06326,-78.06470005902233,43.19384394913915,"(43.19384394913915, -78.06470005902233)"
Cobblestone Inn,Orleans,07/24/2007,07NR05733,-78.33310888381193,43.27472592038324,"(43.27472592038324, -78.33310888381193)"
Gaines District #2 Cobblestone School House,Orleans,06/12/2017,15NR00131,-78.22387116350488,43.25709318275428,"(43.25709318275428, -78.22387116350488)"
"Gates, Benjamin Franklin, House",Orleans,06/04/2009,08NR05936,-78.27771956469037,43.20533402138862,"(43.20533402138862, -78.27771956469037)"
HILLSIDE CEMETERY,Orleans,06/25/2013,13NR06427,-78.0298249722578,43.21557751194435,"(43.21557751194435, -78.0298249722578)"
Holley Village Historic District,Orleans,08/24/2015,15NR00030,-78.02474392494102,43.22481771121651,"(43.22481771121651, -78.02474392494102)"
Main Street Historic District,Orleans,03/23/1995,95NR00782,-78.38706027414982,43.219795603516,"(43.219795603516, -78.38706027414982)"
Main Street Historic District Expansion,Orleans,11/24/1997,97NR01279,-78.38987748340728,43.21815978595687,"(43.21815978595687, -78.38987748340728)"
Medina Armory,Orleans,04/13/1995,95NR00821,-78.3921587550713,43.22218698119836,"(43.22218698119836, -78.3921587550713)"
Millville Cemetery,Orleans,10/31/2007,07NR05716,-78.32395303434896,43.18982335798206,"(43.18982335798206, -78.32395303434896)"
Mt. Albion Cemetery,Orleans,09/27/1976,90NR02010,-78.15720589628963,43.23976336193738,"(43.23976336193738, -78.15720589628963)"
North Main - Bank Streets Historic District,Orleans,11/30/1994,94NR00745,-78.19334527647662,43.24808168456996,"(43.24808168456996, -78.19334527647662)"
Orleans County Courthouse Historic District,Orleans,08/31/1979,90NR02011,-78.19305446486969,43.24575276719086,"(43.24575276719086, -78.19305446486969)"
Payjack (Hartway) Chevrolet Building,Orleans,05/08/2012,12NR06320,-78.38793002121126,43.22255396894789,"(43.22255396894789, -78.38793002121126)"
Servoss House,Orleans,02/28/2008,07NR05784,-78.43085002979154,43.21801317196194,"(43.21801317196194, -78.43085002979154)"
"Shelp, John, Cobblestone House",Orleans,11/20/2008,08NR05899,-78.46392430612683,43.15617553157757,"(43.15617553157757, -78.46392430612683)"
Skinner-Tinkham House,Orleans,04/15/2004,02NR04919,-78.19505223361993,43.18637155329666,"(43.18637155329666, -78.19505223361993)"
Stevens-Sommerfeldt House,Orleans,05/26/2015,15NR00012,-78.0689272010677,43.14786898757549,"(43.14786898757549, -78.0689272010677)"
Tousley-Church House (DAR House),Orleans,02/05/2002,01NR01835,-78.19295262466255,43.25251873024046,"(43.25251873024046, -78.19295262466255)"
United States Post Office-Albion,Orleans,11/17/1988,90NR02013,-78.19422807605915,43.24598904356888,"(43.24598904356888, -78.19422807605915)"
United States Post Office-Medina,Orleans,05/11/1989,90NR02014,-78.38849530227348,43.22064850339636,"(43.22064850339636, -78.38849530227348)"
"Ames, Leonard, Farmhouse",Oswego,11/14/1991,91NR00028,-76.24116178415748,43.46070949510899,"(43.46070949510899, -76.24116178415748)"
"Ames, Orson, House",Oswego,12/04/2001,01NR01862,-76.23510299880738,43.45944064695023,"(43.45944064695023, -76.23510299880738)"
Arthur Tavern,Oswego,11/14/1991,91NR00019,-76.24933535999327,43.49522589609351,"(43.49522589609351, -76.24933535999327)"
"Barlow, Smith H., House",Oswego,11/15/1988,90NR02157,-76.0746142292964,43.64309944332535,"(43.64309944332535, -76.0746142292964)"
Brosemer Brewery-Seaway Supply Building,Oswego,03/29/2010,08NR05947,-76.50315365541172,43.44578893702703,"(43.44578893702703, -76.50315365541172)"
Buckhout-Jones Building,Oswego,12/04/2001,01NR01868,-76.51103114203829,43.45687168306675,"(43.45687168306675, -76.51103114203829)"
Carley's Mills Schoolhouse,Oswego,01/05/2005,02NR04949,-76.11661901360398,43.3735723739194,"(43.3735723739194, -76.11661901360398)"
CHANCELLOR (Canal Tugboat),Oswego,02/18/2000,99NR01573,-76.41662568325377,43.32009701234615,"(43.32009701234615, -76.41662568325377)"
"Chandler, Peter, House",Oswego,11/14/1991,91NR00030,-76.22882111595814,43.46013676697016,"(43.46013676697016, -76.22882111595814)"
"Clarke, Edwin W. and Charlotte, House",Oswego,02/26/2002,02NR01892,-76.50019286482915,43.45662424226749,"(43.45662424226749, -76.50019286482915)"
"Clark, Starr, Tin Shop",Oswego,12/04/2001,01NR01873,-76.2283781486067,43.46014802191696,"(43.46014802191696, -76.2283781486067)"
"Davis, Phineas, Farmstead",Oswego,06/20/1991,91NR00022,-76.22702393562095,43.46485334702516,"(43.46485334702516, -76.22702393562095)"
Derrick Boat No. 8,Oswego,01/07/2015,14NR06574,-76.51518646287838,43.46275862849398,"(43.46275862849398, -76.51518646287838)"
Dr. Charles Lee House,Oswego,,09NR05992,-76.41536976662134,43.32499561869926,"(43.32499561869926, -76.41536976662134)"
"Edwards, John B. and Lydia, House",Oswego,12/04/2001,01NR01867,-76.50403407266214,43.45460894149439,"(43.45460894149439, -76.50403407266214)"
First Baptist Church,Oswego,11/15/1988,90NR02165,-76.07758227557154,43.64391329947933,"(43.64391329947933, -76.07758227557154)"
First Congregational Church and Society of Volney,Oswego,06/29/2001,01NR01762,-76.33823557530577,43.33846103094466,"(43.33846103094466, -76.33823557530577)"
First National Bank of Lacona,Oswego,11/15/1988,90NR02158,-76.06936969488612,43.64321084285482,"(43.64321084285482, -76.06936969488612)"
Fort Brewerton,Oswego,03/07/1973,90NR02137,-76.14134720522956,43.24209509641162,"(43.24209509641162, -76.14134720522956)"
Fort Ontario,Oswego,12/18/1970,90NR02144,-76.50608752438357,43.46548159808269,"(43.46548159808269, -76.50608752438357)"
Fowler-Loomis House,Oswego,11/14/1991,91NR00020,-76.22058765393393,43.45836830783821,"(43.45836830783821, -76.22058765393393)"
Franklin Square Historic District,Oswego,08/04/1982,90NR02152,-76.51590512408883,43.45739113571433,"(43.45739113571433, -76.51590512408883)"
Fred Smart House,Oswego,11/15/1988,90NR02159,-76.06865240091153,43.64283973261104,"(43.64283973261104, -76.06865240091153)"
Fulton Public Library,Oswego,01/15/1999,98NR01417,-76.41583574072553,43.31955899773524,"(43.31955899773524, -76.41583574072553)"
"Green, Nathan and Clarissa, House",Oswego,02/26/2002,01NR01865,-76.51987244909951,43.4561555591802,"(43.4561555591802, -76.51987244909951)"
Hamilton Farmstead,Oswego,11/14/1991,91NR00026,-76.2314872160084,43.47532157134259,"(43.47532157134259, -76.2314872160084)"
Holyoke Cottage,Oswego,11/15/1988,90NR02139,-76.16501076029283,43.64531499116816,"(43.64531499116816, -76.16501076029283)"
Hunter-Oliphant Block,Oswego,07/21/1995,95NR00840,-76.51036301285922,43.45564374171395,"(43.45564374171395, -76.51036301285922)"
Kingsford Historic District,Oswego,01/22/2014,13NR06469,-76.51335358169516,43.45404612895043,"(43.45404612895043, -76.51335358169516)"
Kingsford House,Oswego,08/21/1997,97NR01221,-76.51277872908359,43.45425484833459,"(43.45425484833459, -76.51277872908359)"
Lacona Clock Tower,Oswego,11/15/1988,90NR02160,-76.06956011167522,43.64321649518936,"(43.64321649518936, -76.06956011167522)"
Lacona Railroad Station,Oswego,01/24/2002,01NR01830,-76.07017712042644,43.64273081176985,"(43.64273081176985, -76.07017712042644)"
"Littlefield, Hamilton and Rhoda, House",Oswego,02/26/2002,02NR01891,-76.50399162097676,43.45698286654394,"(43.45698286654394, -76.50399162097676)"
Market House,Oswego,06/20/1974,90NR02147,-76.51072184849272,43.45714536244591,"(43.45714536244591, -76.51072184849272)"
"McKenzie, John and Harriet, House",Oswego,12/04/2001,01NR01866,-76.51987950536606,43.45628679237578,"(43.45628679237578, -76.51987950536606)"
Methodist Church,Oswego,11/15/1988,90NR02166,-76.08285469278994,43.64343068349885,"(43.64343068349885, -76.08285469278994)"
Mexico Academy and Central School,Oswego,11/14/1991,91NR00025,-76.23446838577154,43.46053463175078,"(43.46053463175078, -76.23446838577154)"
Mexico Octagon Barn,Oswego,06/20/1991,91NR00027,-76.2414860319576,43.45231044509273,"(43.45231044509273, -76.2414860319576)"
Mexico Railroad Depot,Oswego,06/20/1991,91NR00024,-76.23194279031654,43.46899877296163,"(43.46899877296163, -76.23194279031654)"
Mexico Village Historic District,Oswego,06/20/1991,91NR00017,-76.22879463003031,43.45835024566224,"(43.45835024566224, -76.22879463003031)"
Montcalm Park Historic District,Oswego,05/25/2001,01NR01754,-76.51946120126075,43.45979297073025,"(43.45979297073025, -76.51946120126075)"
Mount Adnah Cemetery,Oswego,02/02/2001,01NR01736,-76.4032082260829,43.32064074073308,"(43.32064074073308, -76.4032082260829)"
Northrup-Gilbert House,Oswego,02/04/2000,99NR01572,-76.29645183584691,43.22869315852366,"(43.22869315852366, -76.29645183584691)"
Oak Street School,Oswego,07/03/2003,02NR05042,-76.41804481838342,43.31209904828004,"(43.31209904828004, -76.41804481838342)"
Oswego Armory,Oswego,05/19/1988,90NR02154,-76.50915346007524,43.45386457586232,"(43.45386457586232, -76.50915346007524)"
Oswego City Hall,Oswego,02/20/1973,90NR02146,-76.51125793340987,43.45543467303558,"(43.45543467303558, -76.51125793340987)"
Oswego City Library,Oswego,09/22/1971,90NR02145,-76.50654788671218,43.45672539653129,"(43.45672539653129, -76.50654788671218)"
Oswego County Courthouse,Oswego,12/07/2000,00NR01678,-76.50560875647314,43.4571493955433,"(43.4571493955433, -76.50560875647314)"
Oswego & Syracuse Railroad Freight House,Oswego,11/09/2017,17NR00027,-76.51056043201594,43.45204537545394,"(43.45204537545394, -76.51056043201594)"
Oswego Theater,Oswego,09/19/1988,90NR03135,-76.51259180045277,43.45574505020755,"(43.45574505020755, -76.51259180045277)"
Oswego West Pierhead Lighthouse,Oswego,12/01/2000,00NR01679,-76.51670588233308,43.47334666573978,"(43.47334666573978, -76.51670588233308)"
Oswego Yacht Club (McCrobie Civic Center),Oswego,03/23/2010,08NR05933,-76.52116293739564,43.4624617678351,"(43.4624617678351, -76.52116293739564)"
"Pease, Daniel and Miriam, House",Oswego,02/26/2002,02NR01893,-76.56022661680174,43.42656944532411,"(43.42656944532411, -76.56022661680174)"
"Pitt, Newton M., House",Oswego,11/15/1988,90NR02167,-76.08341093051217,43.64321735392814,"(43.64321735392814, -76.08341093051217)"
Pleasant Lawn Cemetery,Oswego,10/05/2005,05NR05441,-76.14020761952814,43.40226584199352,"(43.40226584199352, -76.14020761952814)"
Pontiac Hotel,Oswego,07/21/1983,90NR02153,-76.50996477082914,43.45515383043542,"(43.45515383043542, -76.50996477082914)"
"Pratt, John Wells, House",Oswego,12/10/1999,99NR01529,-76.41495259439328,43.31931603210046,"(43.31931603210046, -76.41495259439328)"
Pulaski Village Historic District,Oswego,09/08/1983,90NR02164,-76.1278340559214,43.56719366620316,"(43.56719366620316, -76.1278340559214)"
Red Mill Farm,Oswego,11/14/1991,91NR00018,-76.1459911916179,43.42491651675159,"(43.42491651675159, -76.1459911916179)"
Richardson-Bates House,Oswego,09/05/1975,90NR02148,-76.50364602201896,43.45547284670308,"(43.45547284670308, -76.50364602201896)"
Riverside Cemetery,Oswego,08/19/1993,94NR00731,-76.47584847751037,43.4235481488729,"(43.4235481488729, -76.47584847751037)"
"Saddler, Samuel, House",Oswego,11/15/1988,90NR02168,-76.0841208268604,43.64967331246321,"(43.64967331246321, -76.0841208268604)"
"Salisbury, Charles, M., House",Oswego,11/15/1988,90NR02161,-76.06814403620741,43.64146180818041,"(43.64146180818041, -76.06814403620741)"
Sandy Creek Historic District,Oswego,11/15/1988,90NR02169,-76.0858839367938,43.64408619949843,"(43.64408619949843, -76.0858839367938)"
Schroeppel House,Oswego,09/09/1982,90NR02140,-76.2182753778162,43.20584919206362,"(43.20584919206362, -76.2182753778162)"
Selkirk Lighthouse,Oswego,03/30/1979,90NR02138,-76.20211199180736,43.57401072895447,"(43.57401072895447, -76.20211199180736)"
Sheldon Hall,Oswego,05/13/1980,90NR02151,-76.53599172513296,43.45427752083435,"(43.45427752083435, -76.53599172513296)"
"Shoecroft, Matthew, House",Oswego,11/15/1988,90NR02162,-76.06156978227592,43.64216272961793,"(43.64216272961793, -76.06156978227592)"
Slack Farmstead,Oswego,11/14/1991,91NR00031,-76.18503395195599,43.45249815827655,"(43.45249815827655, -76.18503395195599)"
"Sloan, George B., Estate",Oswego,08/11/1988,90NR02155,-76.52112654035525,43.46009126138825,"(43.46009126138825, -76.52112654035525)"
Standard Yarn Company Building,Oswego,05/15/2008,07NR05791,-76.50806039812234,43.45210964370045,"(43.45210964370045, -76.50806039812234)"
State Street Methodist Episcopal Church,Oswego,02/20/2013,12NR06404,-76.4095771332253,43.31877243825777,"(43.31877243825777, -76.4095771332253)"
Stillman Farmstead,Oswego,06/20/1991,91NR00023,-76.16230781673949,43.46060274518339,"(43.46060274518339, -76.16230781673949)"
Stillwater Bridge,Oswego,11/07/1997,97NR01259,-75.92168987545067,43.54472704901392,"(43.54472704901392, -75.92168987545067)"
St. James' Church (Episcopal),Oswego,08/30/1996,96NR01017,-75.8815445912048,43.23396768036017,"(43.23396768036017, -75.8815445912048)"
St. John's Episcopal Church,Oswego,05/27/1993,93NR00458,-76.3003438308328,43.23150881802555,"(43.23150881802555, -76.3003438308328)"
Sweet Memorial Building,Oswego,04/26/1990,90NR03146,-76.29900732543793,43.22929805639894,"(43.22929805639894, -76.29900732543793)"
Tanner Block,Oswego,01/25/2010,03NR05185,-76.51109288504442,43.45698282089842,"(43.45698282089842, -76.51109288504442)"
Thayer Farmstead,Oswego,11/14/1991,91NR00029,-76.22616965126048,43.4530122456649,"(43.4530122456649, -76.22616965126048)"
The Little Stone House,Oswego,03/23/2010,09NR05975,-76.22582921492062,43.45973536416037,"(43.45973536416037, -76.22582921492062)"
Timothy Skinner House,Oswego,06/20/1991,91NR00021,-76.23228983556194,43.46092369533384,"(43.46092369533384, -76.23228983556194)"
Trinity Church,Oswego,10/29/1982,90NR02136,-76.00765123164992,43.24814249968946,"(43.24814249968946, -76.00765123164992)"
"Tuttle, Newman, House",Oswego,11/15/1988,90NR02163,-76.06362000006236,43.64348237858616,"(43.64348237858616, -76.06362000006236)"
United States Post Office-Fulton,Oswego,05/11/1989,90NR02156,-76.41466568596627,43.31770784785775,"(43.31770784785775, -76.41466568596627)"
U.S. Customhouse,Oswego,11/21/1976,90NR02150,-76.51093285466811,43.45486301002612,"(43.45486301002612, -76.51093285466811)"
"Van Buren, David, House",Oswego,06/09/1988,90NR02141,-76.42847310629354,43.36088208886464,"(43.36088208886464, -76.42847310629354)"
